City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,RoadWidth,RoadType
17,18000000,0,0,,0,4,,304,16.0,1
27,12000000,0,0,,0,4,,266,30.0,3
17,160000,0,4,6.0,0,0,2011.0,252,0.0,6
17,35000000,0,0,,0,1,,224,15.0,3
10,25000,0,0,,0,0,,813,13.0,1
17,150000,0,0,,0,4,,309,20.0,3
17,15000,0,0,3.0,0,3,2018.0,358,24.0,1
17,4500000,0,0,,0,7,,274,0.0,6
17,25000,1,1,,2,1,2013.0,1000,16.0,1
17,35000,0,2,,1,1,,327,0.0,6
17,5500000,0,0,,0,0,,150,16.0,1
20,17600000,2,2,,1,1,,414,13.0,6
17,18500000,0,0,,0,1,,323,13.0,3
20,25000000,0,0,3.0,0,5,,3700,12.0,3
17,33000000,5,4,4.0,1,0,2068.0,415,12.0,1
27,8000000,0,0,,0,7,,398,12.0,3
17,22000,2,2,,1,6,,550,13.0,1
17,22500000,9,4,3.0,3,4,,8600,13.0,1
17,27500000,6,3,3.0,3,7,,10000,13.0,1
20,23800000,6,3,3.0,1,5,2016.0,386,13.0,3
17,18500000,8,0,,0,7,,4600,12.0,6
17,33000000,12,0,,0,1,,2100,12.0,3
17,23000000,10,0,3.0,0,4,,4300,12.0,1
17,15500000,7,0,,0,4,,1400,12.0,3
3,8500000,0,0,,0,0,,389,26.24672,5
17,2000000,0,0,,0,5,,500,20.0,3
17,2225000,0,0,,0,1,,291,15.0,3
17,19000000,0,0,,0,0,,555,10.0,1
17,29800000,0,0,,0,7,,1300,15.0,1
17,3500000,0,0,,0,1,,2300,14.0,3
17,17000,3,3,,2,7,2019.0,371,17.0,5
20,200000,0,0,,0,1,,1200,35.0,1
18,1000000,0,0,,0,5,,239,0.0,6
17,26200000,13,0,,0,7,,304,13.0,1
17,4600000,0,0,1.0,0,1,,402,13.0,5
20,1000000,0,0,,0,1,,424,17.0,3
20,26500000,4,4,3.0,1,6,2075.0,238,16.0,3
17,200000,5,4,3.0,4,0,2059.0,1500,20.0,6
17,8500000,0,0,,0,4,,681,13.0,1
17,40000,0,2,,0,4,,161,36.08924,3
13,5500000,0,0,,0,0,2019.0,371,1.0,6
17,41000000,5,4,2.0,2,0,2073.0,2200,13.0,1
17,550000,0,0,,0,5,,626,20.0,5
20,175000,0,0,,0,7,,272,15.0,1
17,42000000,11,0,,0,7,,251,15.0,1
16,800000,0,0,,0,0,,451,20.0,5
17,15000,2,1,4.0,1,0,2015.0,408,32.0,1
30,20000000,0,0,,0,1,,420,20.0,1
17,2800000,0,0,,0,1,,218,10.0,5
3,1800000,0,0,,0,1,,241,20.0,1
3,1300000,0,0,,0,7,,309,13.0,3
17,21500000,0,0,,0,2,,195,16.0,1
17,2500000,0,0,,0,0,,298,10.0,5
17,25500000,6,4,3.0,2,0,,288,13.0,1
17,15000000,0,0,,0,0,2073.0,414,10.0,1
17,32000000,5,5,,2,0,,489,13.0,1
7,5000000,0,0,,0,1,,378,19.68504,3
20,2900000,0,0,0.0,0,5,,251,22.0,2
20,2700000,0,0,,0,4,,290,10.0,5
17,32000000,6,3,3.0,2,4,2074.0,260,30.0,5
17,15000,0,0,,0,7,,307,15.0,3
3,11500000,0,0,,0,1,,587,12.0,3
17,1500000,0,0,,0,4,,280,13.0,3
17,1200000,0,0,,0,1,,455,20.0,5
2,125000000,16,20,3.0,1,1,,637,55.0,6
17,5400000,0,0,,0,4,,256,19.68504,1
17,14000000,8,0,3.0,0,7,,911,13.0,3
17,250000,0,0,4.0,0,7,,1500,65.6168,1
7,5000000,2,1,1.0,0,4,,278,19.68504,1
20,49500000,0,0,,0,0,,11900,16.0,1
17,1700000,0,0,,0,0,,233,16.0,6
17,1100000,0,0,,0,2,,301,13.0,6
17,10000000,0,0,,0,0,,317,13.0,1
23,100000,0,0,0.0,0,1,,214,20.0,1
20,8500000,0,0,,0,3,,248,13.0,1
17,25000000,0,0,,0,1,,211,15.0,6
9,9500000,0,0,2.0,0,1,,157,15.0,5
20,80000000,5,5,,4,0,2069.0,544,20.0,1
17,17000000,5,2,3.0,1,0,2076.0,531,12.0,1
3,18000,2,1,,0,1,,376,15.0,3
17,40000,0,0,,0,7,,301,15.0,1
17,15000,1,1,,0,7,,583,15.0,3
20,10000000,2,2,1.0,1,2,,3100,13.0,1
20,30000000,9,5,4.0,3,3,2076.0,919,33.0,1
20,4500000,0,0,,0,7,,239,15.0,3
17,1200000,0,0,,0,4,,433,12.0,3
17,1300000,0,0,,0,7,,1400,10.0,5
17,1700000,0,0,,0,4,,3400,10.0,5
17,22500000,0,3,3.0,2,0,,344,13.0,4
20,5500000,0,0,,0,7,,690,15.0,2
20,7000000,0,0,,0,7,,688,15.0,1
20,5500000,0,0,,0,7,,517,13.0,2
17,22000000,11,0,2.0,0,7,,351,15.0,3
15,37000000,0,0,0.0,0,0,,151,0.0,4
17,36000000,0,0,,0,4,,255,20.0,3
17,13200000,7,0,2.0,0,1,,414,13.0,3
17,29000000,18,0,4.0,0,1,,279,32.0,3
3,80000,5,4,,0,4,,502,15.0,1
17,20500000,0,0,,0,7,,481,20.0,1
17,27000000,3,4,,1,1,2018.0,452,0.0,6
20,8000000,0,0,,0,7,,310,0.0,6
17,12000000,0,0,,0,7,,672,26.0,1
20,19500000,5,3,3.0,0,1,2076.0,1400,13.0,3
23,15000,3,1,,0,1,,265,13.0,3
17,25000,0,0,,0,1,,384,0.0,6
17,19500000,0,0,,0,1,,524,13.0,1
20,3700000,0,0,,0,0,,530,5.0,1
17,1350000,0,0,,0,1,,179,13.0,5
17,3700000,0,0,,0,7,,251,12.0,3
17,1500000,0,0,,0,7,,493,20.0,1
17,1600000,0,0,,0,0,,449,13.0,1
20,4000000,0,0,,0,1,,267,20.0,1
17,5000000,0,0,,0,4,,210,20.0,1
17,26500000,11,5,3.0,0,0,,253,13.0,1
17,25500000,11,0,3.0,0,1,,2200,13.0,1
17,29500000,5,2,3.0,1,4,2067.0,1900,15.0,1
17,23500000,0,3,3.0,2,0,2018.0,530,13.0,1
20,15000000,4,3,3.0,0,4,,998,13.0,3
20,19000000,4,3,3.0,0,5,,587,10.0,3
20,15000000,4,3,3.0,0,4,,1000,13.0,3
17,1700000,0,0,,0,5,,1900,30.0,1
20,23500000,4,3,3.0,0,4,,300,20.0,3
20,18000000,5,4,3.0,0,3,,4100,11.0,3
20,18500000,3,3,3.0,2,4,2076.0,2000,13.0,3
29,15000000,0,0,,0,1,,312,20.0,1
17,24500000,7,3,3.0,0,5,,301,10.0,3
17,33000000,0,0,3.0,3,4,,4300,8.0,3
17,6500000,0,0,,0,5,,268,20.0,6
17,6500000,0,0,,0,0,,324,20.0,6
20,6500000,0,0,,0,1,,312,20.0,6
20,5500000,0,0,,0,5,,248,13.0,6
13,19000000,0,0,2.0,0,0,,300,15.0,3
20,4800000,2,1,1.0,1,7,2018.0,859,13.0,3
17,900000,0,0,,0,0,,207,15.0,1
3,21500000,0,0,3.5,0,7,,165,15.0,3
20,26000000,0,0,,0,4,,205,12.0,1
27,26000000,13,0,,0,0,,7400,20.0,1
17,1300000,0,0,,0,4,,327,20.0,0
20,2300000,0,0,,0,4,,370,13.0,5
13,20000000,4,1,2.0,3,4,,773,20.0,1
20,19500000,4,4,2.0,1,7,2076.0,470,20.0,3
17,51000000,5,5,2.0,0,0,2011.0,240,14.0,1
20,26500000,4,4,2.0,1,0,2075.0,227,16.0,3
20,29500000,5,3,,4,0,,315,0.0,6
3,1550000,0,0,0.0,0,1,,372,26.0,5
22,200000,0,0,,0,0,,295,26.24672,1
27,15000000,0,0,,0,6,,220,30.0,1
22,650000,0,0,,0,0,,226,26.24672,4
17,1600000,0,0,,0,0,,599,12.0,3
17,1600000,0,0,,0,4,,309,10.0,3
28,1200000,0,0,,0,0,,634,12.0,3
17,15000000,2,3,3.0,1,7,2012.0,409,12.0,5
17,40000000,3,4,3.0,1,0,2075.0,267,20.0,6
17,17500000,6,2,3.0,1,0,2007.0,433,20.0,3
17,90000000,6,6,3.0,4,0,2069.0,812,15.0,1
17,13500000,4,3,3.0,0,0,2075.0,388,10.0,1
3,2000000,0,0,,0,1,,213,15.0,1
31,15000000,0,0,,0,5,,181,20.0,5
17,1500000,0,0,,0,1,,298,20.0,1
17,1500000,0,0,,0,0,,199,26.24672,1
3,1800000,0,0,,0,1,,197,15.0,1
20,11000000,3,1,1.0,0,1,,443,14.0,3
3,1400000,0,0,,0,7,,270,10.0,5
17,70000000,5,5,3.0,0,1,,383,13.0,1
17,1400000,0,0,,0,1,,163,15.0,1
27,4500000,0,0,,0,7,,655,18.0,1
17,17900000,5,5,3.0,1,0,2076.0,641,14.0,3
17,34500000,5,5,3.0,2,6,2076.0,439,15.0,1
17,27000,0,0,,0,1,,574,13.0,6
17,41000000,7,6,3.0,3,0,2012.0,1200,20.0,1
17,18500000,7,4,4.0,0,0,2014.0,299,26.0,1
17,1900000,0,0,0.0,0,6,,404,16.0,1
17,1500000,0,0,,0,0,,213,0.0,6
3,50000,0,0,3.0,1,0,2017.0,614,13.0,1
17,105000000,5,6,3.0,10,7,2074.0,833,20.0,1
3,3000000,0,0,,0,4,,284,10.0,6
17,36500000,9,10,5.0,2,4,2075.0,308,14.0,1
17,15000000,0,0,,0,4,,664,10.0,1
17,21000000,5,4,2.0,2,7,,490,13.0,3
17,38000000,0,0,,0,1,,405,14.0,1
17,600000,0,0,,0,1,,240,15.0,1
17,11000000,0,0,3.0,0,7,,273,12.0,1
17,22000,4,0,,0,7,,500,13.0,6
17,7500000,2,1,1.0,0,1,,510,12.0,3
17,17500000,7,3,3.0,0,0,,299,0.0,6
17,1350000,0,0,,0,7,,292,10.0,3
27,9000000,0,0,,0,7,,439,16.0,3
17,1700000,0,0,,0,4,,262,14.0,3
27,1400000,0,0,,0,7,,288,20.0,1
17,5000000,0,0,,0,7,,247,20.0,1
17,5200000,0,0,,0,1,,279,24.0,6
17,20000,0,0,,0,1,,390,12.0,1
27,1800000,0,0,,0,7,,232,20.0,1
17,27000000,0,0,,0,0,,466,0.0,6
20,13000000,2,1,1.0,0,0,,290,13.0,3
17,13000000,0,0,,0,1,,238,13.0,3
7,48000000,0,0,,0,2,,385,19.68504,6
17,250000,0,0,,0,7,,430,16.0,3
17,30000,2,1,,0,7,,319,10.0,6
18,1050000,0,0,,0,7,,345,15.0,3
17,8000000,7,3,,0,7,,339,10.0,6
20,48000,4,3,2.0,1,4,2019.0,445,15.0,4
17,30000,0,0,,0,0,,376,12.0,3
17,17800000,5,6,3.0,1,4,2076.0,519,12.0,1
17,4000000,0,0,,0,2,,318,18.0,1
17,21800000,5,6,3.0,1,2,2076.0,689,12.0,1
17,29000000,0,0,,0,7,,445,10.0,1
17,6000000,0,0,,0,7,,227,14.0,1
26,4500000,24,22,4.0,3,0,,633,30.0,1
17,3500000,0,0,,0,7,,274,12.0,5
17,2400000,0,0,,0,7,,267,10.0,1
17,23000000,4,3,2.0,0,4,,705,15.0,3
17,29000000,5,0,3.0,0,7,,1200,12.0,1
17,1000000,0,0,0.0,0,4,,376,14.0,5
17,70000000,3,4,2.0,4,1,,589,20.0,1
17,13000,0,0,,0,1,,1200,12.0,1
17,37500000,0,0,,0,1,,345,22.0,1
17,4500000,0,0,,0,0,,374,20.0,1
17,11500000,0,0,,0,1,,643,12.0,3
17,12500000,6,0,,0,1,,2300,13.0,3
17,2900000,0,0,,0,7,,226,12.0,1
29,350000,0,0,,0,4,,249,20.0,1
13,50000,0,2,4.0,4,0,2007.0,291,50.0,0
17,42500000,6,0,3.0,4,1,2042.0,13100,10.0,1
22,200000,0,0,0.0,0,2,,338,4.0,3
17,4200000,0,0,,0,7,,225,16.0,3
17,2400000,0,0,,0,0,,247,12.0,1
17,2300000,0,0,,0,0,,335,13.0,6
17,1200000,0,0,,0,1,,249,20.0,3
17,25000000,0,0,,0,4,,240,9.0,1
17,22000000,0,0,,0,4,,360,22.0,3
17,30000000,5,4,3.0,2,7,2075.0,462,20.0,6
20,17500000,0,0,,0,4,,430,13.0,6
17,130000,0,0,,0,1,,375,15.0,3
20,15000000,0,0,,0,4,,304,13.0,3
17,3700000,0,0,,0,7,,262,20.0,1
20,76000000,0,0,,5,5,,1200,22.0,6
20,1450000,0,0,,0,1,,396,13.0,1
20,12000000,2,1,1.0,1,0,2016.0,914,20.0,1
27,37000000,7,5,3.0,3,5,2074.0,668,20.0,3
17,800000,0,0,,0,4,,459,20.0,3
17,4000000,0,0,,0,7,,322,12.0,3
20,26000000,5,4,,0,1,,419,13.0,1
17,1400000,0,0,,0,7,,295,12.0,5
17,2200000,0,0,,0,0,,289,13.0,3
17,29800000,11,0,,0,1,,473,13.0,1
20,1800000,0,0,,0,0,,354,16.0,3
20,350000,0,0,,0,0,,610,24.0,3
17,1700000,0,0,,0,7,,402,15.0,1
3,800000,0,0,,0,4,,257,20.0,1
17,1900000,0,0,,0,1,,228,15.0,1
17,25000000,6,4,3.0,1,4,2019.0,374,12.0,3
17,32000000,0,0,,0,4,,1200,12.0,1
10,10000000,0,0,,0,7,,567,15.0,1
20,15000000,0,0,,0,7,,374,40.0,4
27,9500000,0,0,,0,7,,568,15.0,3
7,1200000,0,0,,0,5,,344,20.0,3
17,3500000,0,0,,0,5,,348,14.0,1
20,15000,2,1,,0,7,,596,15.0,1
20,1650000,0,0,,0,4,,469,10.0,5
17,11000000,0,0,,0,7,,344,10.0,5
20,16000,0,0,,0,7,,615,15.0,3
17,25000,0,0,,0,7,,764,10.0,1
17,17000000,6,3,2.0,2,5,,450,11.0,6
23,17000,3,2,,0,7,,368,15.0,1
17,35000000,0,0,2.0,2,5,,290,20.0,1
20,30000000,4,4,3.0,2,1,,680,13.0,1
17,22000000,0,0,,0,1,,275,30.0,1
17,24000000,0,0,,0,1,,1900,13.0,5
17,4000000,0,0,,0,4,,630,10.0,1
17,2750000,0,0,,0,6,,819,15.0,1
17,4000000,0,0,,0,6,,392,20.0,1
17,1900000,0,0,,0,0,,417,13.0,3
10,8500000,0,0,,0,7,,417,15.0,3
7,270000,0,0,,0,7,,306,19.68504,3
10,8000000,0,0,,0,7,,470,52.0,1
20,2500000,0,0,,0,0,,342,13.0,3
20,200000,6,3,2.0,6,4,,472,13.0,4
20,6000000,0,0,,0,0,,259,20.0,3
17,1200000,0,0,,0,7,,502,20.0,6
17,21000000,0,0,3.0,0,7,,264,15.0,6
17,1500000,0,0,,0,7,,254,15.0,5
17,22500000,0,0,2.0,0,7,,802,13.0,3
17,115000000,0,0,3.0,0,0,2069.0,627,14.0,1
17,28000000,0,0,,0,4,,289,15.0,3
20,10000000,0,0,,0,7,,272,12.0,5
20,25000000,0,0,,0,7,,188,14.0,3
27,13500000,2,1,1.0,0,1,,821,16.0,3
17,3500000,0,0,,0,7,,405,14.0,4
17,24000000,6,6,3.0,1,3,2076.0,292,15.0,1
17,24000000,6,6,3.0,1,5,2076.0,318,14.0,1
20,21000000,5,3,3.0,3,0,2014.0,384,13.0,1
20,5500000,0,0,,0,7,,302,10.0,3
20,5000000,0,0,,0,0,,354,20.0,1
17,2000000,0,0,,0,1,,310,15.0,1
17,2500000,0,0,,0,1,,270,13.0,3
20,12500000,0,0,2.0,0,0,,1800,13.0,3
17,19500,3,0,,0,7,,381,15.0,1
20,1000000,0,0,,0,7,,914,4.0,5
17,27500000,5,3,3.0,0,4,,559,26.0,3
17,24000000,0,0,3.0,0,4,,449,15.0,1
17,2000000,0,0,,0,4,,676,24.0,3
17,24000000,11,3,3.0,0,1,,282,13.0,1
17,1900000,0,0,,0,4,,396,13.0,3
20,11500000,0,0,1.0,0,0,,402,13.0,6
17,24500000,7,4,,0,7,,269,12.0,6
17,100000,0,0,,0,7,,645,13.0,1
27,600000,0,0,,0,7,,377,15.0,5
3,250000,0,0,,0,0,,499,12.0,1
20,28500000,3,5,3.0,1,6,2019.0,864,18.0,1
3,1050000,0,0,,0,0,,271,14.0,1
17,4200000,0,0,,0,2,,374,20.0,1
17,62000000,4,6,3.0,4,0,2076.0,1100,15.0,1
17,42500000,6,6,4.0,2,4,2075.0,277,15.0,1
17,24500000,5,5,3.0,1,0,2076.0,444,30.0,3
17,45000000,6,6,3.0,2,6,,1400,15.0,1
17,33000000,0,0,,3,6,,642,18.0,1
17,80000000,0,0,,0,4,,471,12.0,1
20,46500000,0,0,2.0,0,0,2070.0,484,21.0,1
17,34000000,5,0,3.0,0,4,,4200,15.0,1
17,800000,0,0,,0,7,,284,15.0,1
20,2200000,0,0,,0,4,,562,20.0,1
17,6500000,0,0,,0,0,,452,20.0,1
17,5800000,0,0,0.0,0,7,,822,20.0,1
17,21500000,4,3,3.0,1,0,,547,12.0,1
17,15900000,5,3,3.0,0,7,2075.0,403,8.0,5
17,60000,3,2,12.0,1,6,,600,0.0,1
17,110000,3,3,,0,0,,652,12.0,1
7,350000,0,0,,0,0,,350,26.24672,3
17,1650000,0,0,,0,4,,426,10.0,5
17,23500000,0,0,,0,0,,448,15.0,1
17,1000000,0,0,,0,1,,502,15.0,5
17,42000000,0,0,2.5,0,1,,318,20.0,1
3,14000000,0,0,,0,7,,589,13.0,3
17,6500000,0,0,,0,1,,291,20.0,1
17,1800000,0,0,,0,7,,240,15.0,1
17,2000000,0,0,,0,7,,228,15.0,1
17,2000000,0,0,,0,1,,199,20.0,1
20,9000000,0,0,,0,1,,185,20.0,1
17,900000,0,0,,0,1,,246,15.0,3
17,550000,0,0,,0,7,,274,15.0,1
17,2000000,0,0,,0,7,,396,12.0,3
17,8500000,2,1,1.0,0,7,,542,10.0,3
10,330000,0,0,,0,0,,523,20.0,3
17,3500000,0,0,,0,4,,412,18.0,3
28,325000,0,0,0.0,0,7,,405,20.0,3
27,175000,0,0,,0,7,,470,15.0,3
3,4100000,0,0,,0,4,,301,36.0,1
7,13500000,3,3,3.0,3,4,,459,19.68504,1
20,150000000,10,10,4.5,0,4,,3200,20.0,1
17,12500000,0,0,,0,0,,1600,13.0,5
20,18000000,4,5,3.0,1,1,2019.0,593,13.0,5
17,2700000,0,0,,0,0,,402,13.0,3
17,675000,0,0,,0,7,,561,10.0,5
17,46000000,0,0,,0,6,,899,13.0,1
20,33000000,0,0,3.0,2,1,2016.0,339,13.0,5
20,3200000,0,0,,0,0,,13100,12.0,1
17,1900000,0,0,0.0,0,6,,500,16.0,1
17,19000000,6,3,3.0,1,2,2018.0,327,0.0,6
20,175000,4,3,2.0,1,0,2046.0,541,15.0,2
3,15,0,0,,0,0,,465,8.0,1
17,30500000,4,4,3.0,2,2,2019.0,740,15.0,1
20,1250000,0,0,,0,0,,253,13.0,3
22,15000000,4,3,3.0,1,4,2018.0,439,19.68504,3
17,21000000,6,3,2.0,2,1,2072.0,288,14.0,1
20,6000000,0,0,,0,0,,193,26.0,6
20,22500000,6,3,3.0,1,0,2076.0,344,12.0,1
7,23000000,11,6,3.0,3,1,2019.0,362,20.0,1
17,33000000,3,4,3.0,1,0,2015.0,1500,20.0,1
6,300000,0,0,,0,0,,5500,12.0,1
3,3200000,0,0,,0,7,,384,13.0,1
17,2200000,0,0,,0,0,,324,15.0,5
17,55000000,10,5,,5,4,,472,15.0,3
17,2550000,0,0,,0,7,,392,13.0,3
17,40000000,5,4,2.5,0,4,,449,15.0,3
17,2600000,0,0,,0,1,,285,13.0,5
20,2350000,0,0,0.0,0,4,,422,13.0,1
17,10600000,2,1,1.0,1,4,,783,10.0,6
17,35000,0,0,,0,0,,329,0.0,6
17,38000,0,0,,0,0,,1100,20.0,6
11,1850000,0,0,0.0,0,4,,206,16.0,1
24,2000000,0,0,,0,1,,508,19.68504,3
20,19000000,4,5,3.0,1,0,2019.0,2900,15.0,3
20,1500000,0,0,,0,4,,488,12.0,6
17,2200000,0,0,,0,7,,264,14.0,6
17,55000000,0,0,3.0,2,7,,372,13.0,6
17,20000000,0,0,,0,4,,379,20.0,6
17,2250000,0,0,,0,4,,369,16.0,6
20,2600000,0,0,,0,4,,382,13.0,6
20,150000000,0,0,5.0,0,4,,810,20.0,6
10,490000,0,0,,0,7,,1000,30.0,1
3,1450000,0,0,0.0,0,4,,249,12.0,5
17,100,0,0,6.0,1,7,2017.0,455,30.0,4
17,39000000,5,2,3.0,0,4,,302,14.0,6
17,39000000,4,4,2.0,3,4,,646,13.0,6
17,4700000,0,0,,0,4,,319,12.0,6
17,110000,3,3,,0,5,,860,20.0,6
17,2800000,0,0,,0,0,,352,15.0,6
17,26000000,0,0,,0,2,,535,16.0,6
3,725000,0,0,,0,0,,332,13.0,6
20,180000,2,2,,0,0,,488,13.0,6
20,125000,6,4,3.0,2,4,2016.0,437,20.0,1
17,33000000,0,0,4.0,0,0,,360,20.0,6
17,2100000,0,0,,0,0,,354,0.0,6
20,170000,0,0,,0,0,,409,13.0,6
17,160000,7,5,3.0,5,4,,406,13.0,6
17,24500000,0,0,,0,5,,782,14.0,6
17,61500000,0,0,,0,4,,1200,15.0,6
17,70000000,4,5,3.0,0,4,,345,12.0,6
17,1000000,0,0,5.0,0,1,,296,20.0,6
20,70000000,9,4,4.0,0,6,,423,9.0,6
18,9000000,7,3,3.0,0,0,,314,24.0,6
17,130000,9,3,3.0,0,1,,455,12.0,6
3,1200000,0,0,,0,2,,433,0.0,5
17,1950000,0,0,,0,4,,286,15.0,6
17,30000,2,1,5.0,1,4,2064.0,790,20.0,1
17,35000000,5,4,3.0,5,0,2076.0,257,12.0,1
3,2200000,0,0,,0,6,,390,13.0,3
17,300000,6,3,3.0,8,0,,374,12.0,1
17,2500000,0,0,0.0,0,0,,295,10.0,3
17,25000000,6,0,,1,2,2018.0,483,16.0,3
20,16000000,0,0,0.0,1,1,,331,13.0,3
3,16000,1,1,3.0,0,0,,1000,20.0,1
0,250000,0,0,0.0,0,7,,349,10.0,5
17,10500000,2,1,1.0,1,6,2068.0,1300,12.0,3
17,12500000,3,3,3.0,0,1,2074.0,4100,10.0,3
20,22000,3,0,,0,1,,887,13.0,6
17,13500000,0,2,,0,0,,582,12.0,6
20,1250000,0,0,,0,0,,406,22.0,3
17,3000000,0,0,,0,0,,351,13.0,6
17,142500000,42,0,,0,4,,331,22.0,1
20,90000,4,2,,0,5,,366,20.0,6
17,150000,5,4,3.0,0,5,,254,15.0,6
20,1200000,0,0,,0,7,,402,20.0,1
17,250000,5,4,,0,0,,395,13.0,6
20,40000,0,0,,0,4,,497,13.0,6
20,125000,0,0,,0,5,,248,13.0,6
3,900000,0,0,,0,5,,344,16.0,1
20,100000,0,0,,0,5,,349,13.0,6
17,175000,0,0,,0,1,,256,15.0,6
20,150000,0,0,,0,4,,327,13.0,6
17,125000,6,4,3.0,0,0,,337,15.0,6
20,100000,3,3,3.0,0,5,,259,18.0,6
17,1500000,0,0,,0,0,,262,12.0,1
20,19500000,6,5,3.0,0,4,,1900,14.0,6
20,97500000,3,0,2.0,0,0,2019.0,1800,20.0,5
17,38000000,7,4,3.0,0,0,,451,14.0,6
20,125000,4,6,3.0,0,4,,734,14.0,6
17,550000,0,0,,0,7,,231,15.0,1
17,4500000,0,0,,0,5,,286,26.24672,6
17,210000,0,0,5.0,3,4,,385,20.0,6
17,29500000,4,3,3.0,0,5,,742,20.0,6
20,4500000,0,0,,0,1,,422,10.0,6
17,14000000,6,0,,0,1,,504,12.0,5
17,120000,3,3,2.0,0,0,,352,20.0,6
17,30000,5,0,,0,1,,507,15.0,1
20,185000,5,5,3.0,0,0,,343,14.0,6
17,43500000,0,0,3.0,0,7,,301,20.0,6
20,2800000,0,0,,0,4,,341,20.0,6
20,300000,17,5,3.0,0,7,,256,14.0,6
20,200000,5,4,3.0,0,5,,224,20.0,6
17,22000000,10,3,3.0,0,4,,335,20.0,6
4,1125000,0,0,0.0,0,7,,256,20.0,3
20,120000,5,3,3.0,0,5,,246,13.0,6
20,29500000,3,2,3.0,1,7,2013.0,838,18.0,1
17,45000000,5,5,,3,4,,511,12.0,5
3,22500000,12,4,4.0,0,5,,228,20.0,6
20,1600000,0,0,,0,1,,205,20.0,6
17,3000000,0,0,,0,1,,343,15.0,1
20,100000,4,3,3.0,0,0,,317,13.0,6
20,1700000,0,0,,0,1,,246,15.0,1
20,2500000,0,0,,0,4,,334,12.0,6
17,18000000,3,4,3.0,0,4,,506,13.0,6
17,34500000,9,4,4.0,0,0,,327,12.0,6
17,72500000,7,6,,0,6,,220,20.0,6
17,11500000,2,1,1.0,0,1,,537,13.0,3
17,27500000,9,7,,0,1,,926,13.0,6
17,100000,0,0,,0,0,,347,29.52756,3
17,3500000,0,0,,0,0,,444,12.0,6
4,875000,0,0,0.0,0,0,,277,40.0,3
17,31500000,4,4,,1,7,,441,20.0,6
17,170000000,0,0,,0,1,,408,20.0,6
18,1700000,0,0,,0,0,,272,14.0,6
17,7700000,0,2,2.0,1,4,,684,14.0,6
17,25000,0,0,,0,4,,237,13.0,3
27,1100000,0,0,,0,4,,341,20.0,5
17,2650000,0,0,,0,6,,385,10.0,3
17,6200000,0,0,,0,1,,295,20.0,1
17,37500000,2,3,3.0,0,1,,313,14.0,1
17,3800000,0,0,,0,4,,275,15.0,3
17,32500000,4,3,3.0,1,4,2074.0,261,26.0,4
17,80000,3,3,,5,7,2019.0,408,20.0,1
4,600000,0,0,0.0,0,0,,521,20.0,3
17,1900000,0,0,,0,5,,465,14.0,3
17,1600000,0,0,,0,4,,250,10.0,3
20,1000000,0,0,,0,1,,334,20.0,3
3,2400000,0,0,,0,4,,397,18.0,6
28,390000,0,0,0.0,0,7,,367,20.0,1
17,17500000,0,0,3.0,0,7,,574,16.0,6
17,37500000,0,0,3.0,0,4,,389,20.0,6
10,12500000,0,0,2.0,0,1,,921,15.0,1
10,380000,0,0,,0,7,,312,15.0,5
29,15000000,0,0,3.0,0,1,,323,15.0,1
17,900000,0,0,,0,4,,198,15.0,1
20,1300000,0,0,,0,4,,208,20.0,1
17,1500000,0,0,,0,1,,323,20.0,1
3,25000000,2,1,1.0,1,0,,549,13.0,3
17,18000000,0,0,3.0,0,4,,380,13.0,6
17,65000,3,3,2.0,1,1,2018.0,425,20.0,1
3,2000000,0,0,,0,0,,340,15.0,5
17,30000,0,0,,0,1,,281,0.0,6
17,25000,2,1,,4,7,,236,15.0,1
24,250000,0,0,,0,1,,541,30.0,1
20,22000,3,2,,2,7,,653,15.0,1
17,20000,2,1,,2,0,,505,15.0,3
17,4200000,0,0,,0,0,,295,20.0,1
0,350000,0,0,,0,1,,3400,20.0,5
18,15200000,11,2,3.0,2,4,2018.0,352,10.0,3
17,13800000,2,1,,0,0,,529,12.0,5
17,45000000,4,0,,2,4,2018.0,441,20.0,4
17,57500000,4,6,3.0,0,4,,635,20.0,6
20,600000,0,0,,0,4,,182,15.0,1
17,175000,4,3,2.0,3,1,,333,13.0,6
20,700000,0,0,,0,1,,244,15.0,1
17,1350000,0,0,,0,1,,262,15.0,5
17,29000000,8,4,3.0,1,7,2071.0,457,20.0,1
17,17800000,7,0,2.0,0,1,,627,15.0,3
17,29000000,5,3,2.5,0,6,,437,15.0,1
17,2400000,0,0,,0,1,,260,14.0,3
17,2100000,0,0,,0,7,,294,16.0,6
20,155000150000,0,0,2.0,0,6,2000.0,301,32.0,1
17,6750000,7,5,3.0,3,2,,14200,15.0,1
20,9000000,0,0,,0,0,,472,12.0,3
17,400000,5,4,3.0,4,6,2044.0,511,16.0,1
17,3500000,0,0,,0,0,,340,10.0,5
17,45000000,0,0,4.0,0,0,2025.0,227,29.52756,1
17,2500000,0,0,,0,1,,242,15.0,1
17,4100000,0,0,,0,7,,287,15.0,5
17,51000000,0,0,3.0,0,4,,464,15.0,1
14,6700000,0,0,,0,0,,396,33.0,1
17,550000,0,0,,0,0,,393,29.52756,1
17,29000000,0,0,3.0,0,2,2076.0,1300,20.0,3
17,99000003300000,0,0,,0,0,,271,12.0,1
