City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,RoadWidth,RoadType
17,1750000,0,0,,0,5,,384,20.0,6
17,55000000,0,0,2.0,0,7,,484,20.0,6
17,6000000,0,0,,0,5,,441,12.0,6
17,270000,0,0,,0,5,,272,20.0,6
17,1600000,0,0,,0,5,,376,15.0,6
17,2100000,0,0,,0,0,,288,15.0,6
17,2600000,0,0,,0,2,,442,20.0,6
17,3200000,0,0,,0,5,,318,0.0,6
17,2500000,0,0,,0,5,,302,12.0,6
17,26000000,4,3,3.0,0,7,,382,15.0,6
17,5100000,0,0,,0,0,,483,13.0,6
17,400000,0,0,,0,4,,383,20.0,6
17,160000,4,3,3.0,1,4,,344,15.0,6
20,33000000,8,7,3.5,2,0,2075.0,13300,10.0,6
17,45000,4,3,2.0,1,0,,496,0.0,6
17,250000,4,3,2.0,1,7,,295,20.0,6
17,525000,5,5,3.0,1,0,,392,16.0,6
17,55000,0,2,2.0,1,0,,682,15.0,6
17,350000,0,0,,0,5,,279,20.0,6
17,55000000,4,4,2.0,2,0,2066.0,7100,13.0,6
17,350000,14,4,,10,4,2009.0,1200,20.0,6
27,3500000,0,0,,0,5,,1600,20.0,6
17,5500000,0,0,,0,0,,437,13.0,6
17,4500000,0,0,,0,4,,399,13.0,6
17,100000,6,3,5.0,2,0,2067.0,2400,20.0,6
27,600000000,0,0,,0,5,,669,25.0,6
9,62000000,0,0,,0,4,,330,25.0,6
27,14000000,0,0,,0,5,,359,20.0,6
17,240000000,0,0,,0,7,,514,19.68504,6
13,10000000,0,0,,0,0,,463,25.0,6
17,110000000,0,13,5.0,12,5,2073.0,4400,23.0,6
27,350000000,0,0,,0,4,,1200,36.08924,6
20,4550000,0,0,,0,5,,550,29.52756,6
20,1000001,0,0,,0,5,,312,29.52756,6
17,15000000,0,0,,0,0,,1200,36.08924,6
20,2800000,0,0,,0,4,,2600,24.0,6
17,5800000,0,0,,0,1,,2300,32.0,6
20,100000,7,3,3.0,2,2,,4000,15.0,6
20,15500,2,1,,0,6,,1800,11.0,6
17,1500000,0,0,,0,1,,657,15.0,6
20,75000,5,5,3.0,3,0,2012.0,6400,13.0,6
17,1600000,0,0,,0,2,,2400,13.0,6
17,875000,0,0,,0,5,,673,13.0,6
20,12500000,2,1,1.0,1,0,,6800,20.0,6
17,2000000,0,0,,0,7,,401,10.0,6
17,2200000,0,0,,0,4,,429,18.0,6
17,4500000,0,0,,0,1,,465,19.68504,6
17,110000000,4,6,2.5,5,5,2074.0,44200,20.0,1
17,62500000,5,4,3.0,4,7,2060.0,3600,13.0,6
17,5200000,0,0,,0,3,,5700,18.0,6
20,1550000,0,0,,0,2,,2300,22.0,6
20,13000000,3,2,4.0,1,3,2070.0,1600,28.0,6
20,13000000,3,2,4.0,1,3,2013.0,1700,28.0,6
3,35000000,6,3,3.0,2,2,2050.0,4900,18.0,6
17,36500000,4,5,3.0,4,4,2075.0,5500,18.0,6
17,26000000,5,5,,2,2,,1400,15.0,6
17,11000000,4,1,,1,4,,1800,15.0,6
17,19000000,8,2,,1,0,,596,15.0,6
17,25000000,5,5,,2,1,,1200,15.0,6
17,20000000,12,4,,2,5,,635,15.0,6
17,15000000,0,0,,0,0,,2800,0.0,6
17,29000000,7,5,,2,1,2075.0,13600,12.0,6
17,2200000,0,0,,0,6,,3000,13.0,6
17,1850000,0,0,,0,0,,5400,0.0,6
20,3500000,0,0,,0,4,,1200,13.0,6
17,6000000,0,0,,0,0,,4000,16.0,6
20,29000000,3,2,,1,4,2075.0,24700,15.0,6
20,3800000,0,0,,0,5,,1400,13.0,6
20,5500000,0,0,,0,0,,903,0.0,6
20,5500000,0,0,,0,0,,1700,0.0,6
20,5500000,0,0,,0,7,,1700,0.0,6
20,5500000,0,0,,0,7,,1700,20.0,6
20,25000000,6,3,,2,1,2074.0,953,10.0,6
20,40000000,6,4,,3,0,2069.0,1300,10.0,6
18,350000,0,0,,0,1,,978,16.0,6
17,4500000,0,0,,0,1,,798,20.0,6
27,17000000,0,0,,0,0,,1100,20.0,6
17,700000,0,0,,0,0,,1500,13.0,6
27,30000000,5,4,,3,0,,1400,18.0,6
27,80000000,5,6,,3,0,2065.0,873,0.0,6
27,900000,0,0,,0,0,,1100,20.0,6
27,600000,0,0,,0,0,,727,20.0,6
27,25000000,0,0,,0,0,,534,14.0,6
27,1000000,0,0,,0,0,,1100,20.0,6
27,900000,0,0,,0,0,,880,20.0,6
17,18000000,4,2,,2,4,,1200,13.0,6
20,23000000,7,3,,2,2,,948,16.0,6
17,35000000,0,0,,0,0,,568,20.0,6
17,35000000,11,6,,2,0,,1200,20.0,6
17,45000000,6,4,,0,0,,405,30.0,6
17,29500000,4,3,,2,7,,1500,20.0,6
20,21000000,10,5,,2,2,,1500,16.0,6
20,28000000,12,5,,1,1,,484,13.0,6
17,200000,4,5,,2,2,2067.0,5500,0.0,6
17,170000000,0,0,,0,7,,552,30.0,6
17,3600000,0,0,,0,1,,3900,20.0,6
17,11700000,0,0,,0,0,,625,12.0,6
17,4000000,0,0,,0,0,,1800,20.0,6
17,4000000,0,0,,0,6,,1500,20.0,6
17,11000000,3,2,6.0,1,3,2071.0,16100,20.0,6
17,2500000,0,0,,0,1,,1300,26.24672,6
17,32500000,0,0,5.0,0,0,,8600,25.0,6
20,140000000,5,4,4.0,7,0,,11900,20.0,6
17,105000000,4,5,3.0,7,6,2074.0,14900,20.0,6
19,59000000,5,2,2.0,7,4,,15000,12.0,6
20,6500000,4,3,3.0,5,1,,5600,30.0,6
17,2700000,0,0,,0,1,,7800,12.0,6
17,500000,5,5,3.0,5,2,,3100,16.0,6
17,12000000,4,2,2.0,1,2,,1400,13.0,6
17,27000000,5,3,2.0,1,0,2071.0,1500,12.0,6
17,300000,9,3,2.0,4,1,,2500,13.0,6
17,72500000,5,2,3.0,5,0,,19600,12.0,6
